,Reference #: 0098,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64861,Invoice Number :,RS101064861,Start :,01/01/2016 01:16:16 PM,End : ,01/01/2016 01:16:30 PM
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64861,Invoice Number :,RS101064861,Start :,01/01/2016 01:16:16 PM,End : ,01/01/2016 01:16:30 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
853736005371,HK LEMON GINGER,1.000,$2.50,$2.50,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
,DISC STAFF 15%,,,($.38),,,,,,,,,
,Cash,,,$2.22,,,,,,,,,
,SUBTOTAL,,,$2.17,,,,,,,,,
,TOTAL,,,$2.17,,,,,,,,,
,TOTAL TENDERED,,,$2.22,,,,,,,,,
,Change,,,$.05,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68076,Invoice Number :,RS106068076,Start :,01/01/2016 01:16:29 PM,End : ,01/01/2016 01:17:26 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
026395000043,LOD ALOE GELLY 4OZ,1.000,$3.99,$3.99,,,,,,,,,
856516002003,MC RASP PASSION BEVE,1.000,$3.99,$3.99,,,,,,,,,
722430220161,GT SYNERGY RASP CHIA,1.000,$3.19,$3.19,,,,,,,,,
639302657829,SCM GOAT SOAP MISS H,1.000,$2.79,$2.79,,,,,,,,,
39,GBEE HONEYSTIX,4.000,$.19,$.76,,,,,,,,,
708656100418,GB DK CHOC BAR 85,1.000,$3.99,$3.99,,,,,,,,,
,EBT/SNAP,,,$11.93,,,,,,,,,
,Debit Card,,,$6.78,,,,,,,,,
,SUBTOTAL,,,$18.71,,,,,,,,,
,TOTAL,,,$18.71,,,,,,,,,
,FSP ELIGIBLE,,,$11.93,,,,,,,,,
,TOTAL TENDERED,,,$18.71,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Approval #: 200333,,,,,,,,,,,,
,Date: 1/1/16 1:17:01 PM PST,,,,,,,,,,,,
,Reference #: 0099,,,,,,,,,,,,
,SAYLER JEFFREY W,,,,,,,,,,,,
,Card Type: DEBIT (Swiped),,,,,,,,,,,,
,Account #: XXXXXXXXXXXX3200,,,,,,,,,,,,
,Exp Date : 0817,,,,,,,,,,,,
,Amount: 6.78,,,,,,,,,,,,
,Date: 1/1/16 1:17:26 PM PST,,,,,,,,,,,,
,Reference #: 0101,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,3 : POS3                          ,Receipt Number :,64413,Invoice Number :,RS103064413,Start :,01/01/2016 01:07:06 PM,End : ,01/01/2016 01:17:39 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
732913137305,SEVGEN PAPER TWL 2PK,1.000,$5.39,$5.39,,,,,,,,,
732913137305,SEVGEN PAPER TWL 2PK,1.000,$5.39,$5.39,,,,,,,,,
732913555017,SG TALL KITCHEN TRAS,1.000,$6.29,$6.29,,,,,,,,,
084253260206,SOY DRM ENRCH ORIGNL,1.000,$3.39,$3.39,,,,,,,,,
021908965406,CASCADIAN FRZN CRBRY,1.000,$4.19,$4.19,,,,,,,,,
025583005204,TFRKY CHICKN LT SEASONING,1.000,$3.69,$3.69,,,,,,,,,
084253260206,SOY DRM ENRCH ORIGNL,1.000,$3.39,$3.39,,,,,,,,,
076950450172,YOGI LEMON GINGR,1.000,$3.00,$3.00,,,,,,,,,
817291000233,MCD CRMY PUMPKIN CLE,1.000,$18.89,$18.89,,,,,,,,,
021908509143,LARA KEY LIME PIE BA,1.000,$1.00,$1.00,,,,,,,,,
021908509143,LARA KEY LIME PIE BA,1.000,$1.00,$1.00,,,,,,,,,
021908509358,LARA PB CHOC CHIP BA,1.000,$1.00,$1.00,,,,,,,,,
021908509242,LARA CHERRY PIE BAR,1.000,$1.00,$1.00,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
043192610404,NANCY SOY YOG RASPBE,1.000,$1.69,$1.69,,,,,,,,,
043192610107,NANCY SOY YOG BLACKB,1.000,$1.69,$1.69,,,,,,,,,
043192610107,NANCY SOY YOG BLACKB,1.000,$1.69,$1.69,,,,,,,,,
043192610404,NANCY SOY YOG RASPBE,1.000,$1.69,$1.69,,,,,,,,,
019815530565,DE CASA MEXICALI BEA,1.000,$2.39,$2.39,,,,,,,,,
767335020041,DM TERIYAKI NOODLES,1.000,$1.99,$1.99,,,,,,,,,
732913137305,SEVGEN PAPER TWL 2PK,7.000,$5.39,$37.73,,,,,,,,,
732913137336,SEVGEN TP 12PK,4.000,$6.69,$26.76,,,,,,,,,
649,FA COMBINED FOOD BAR,.580,$8.99,$5.21,,,,,,,,,
856823004233,JH POTATO CHIP SEA SALT,1.000,$3.99,$3.99,,,,,,,,,
033776011703,EBAL BTTRY SPREAD,1.000,$4.49,$4.49,,,,,,,,,
767335011070,DR M PAD THAI SOUP C,1.000,$1.99,$1.99,,,,,,,,,
042563602192,FD PNUT BTTR SMOOTH,1.000,$4.99,$4.99,,,,,,,,,
00600,FA CLASSIC HUMMUS,1.005,$6.29,$6.32,,,,,,,,,
084253260206,SOY DRM ENRCH ORIGNL,1.000,$3.39,$3.39,,,,,,,,,
2524,DATE ALMOND ROLL,1.000,$7.99,$7.99,,,,,,,,,
706195004105,OWH TURMERIC,1.000,$23.19,$23.19,,,,,,,,,
021908455587,CASC FARM PURELY O`S,4.000,$4.59,$18.36,,,,,,,,,
025583006034,TFRKY KIELBASA,1.000,$3.99,$3.99,,,,,,,,,
079851004246,KARLIN BAKING SODA,1.000,$1.19,$1.19,,,,,,,,,
759283600154,BOCA VEGAN BURGER,1.000,$4.69,$4.69,,,,,,,,,
732913555017,SG TALL KITCHEN TRAS,1.000,$6.29,$6.29,,,,,,,,,
052603041805,PAC OG CRM BUTTERNUT,1.000,$4.29,$4.29,,,,,,,,,
728229014799,TERRA EXOTIC POTATO,1.000,$3.79,$3.79,,,,,,,,,
856823004233,JH POTATO CHIP SEA SALT,1.000,$3.99,$3.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,3 : POS3                          ,Receipt Number :,64413,Invoice Number :,RS103064413,Start :,01/01/2016 01:07:06 PM,End : ,01/01/2016 01:17:39 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
853584002010,CB BREAD 7 GRN SAN J,1.000,$4.99,$4.99,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
856823004233,JH POTATO CHIP SEA SALT,1.000,$3.99,$3.99,,,,,,,,,
863,MERCANTILE,1.000,$1.99,$1.99,,,,,,,,,
078522015505,JASON POWER SMILE MW,1.000,$8.19,$8.19,,,,,,,,,
894410001258,WC COMPOSTABLE BOWL,1.000,$2.29,$2.29,,,,,,,,,
894410001098,WC COMPOSTABLE PLATE,1.000,$3.99,$3.99,,,,,,,,,
732913227334,7TH GEN FREE/CLR DIS,1.000,$4.19,$4.19,,,,,,,,,
767335011100,MCD MISO RAMEN SOUP,1.000,$1.99,$1.99,,,,,,,,,
043192610503,NANCY SOY YOG STRAWB,1.000,$1.69,$1.69,,,,,,,,,
732913227808,SEVGEN LAUNDRY FREE,1.000,$16.49,$16.49,,,,,,,,,
,Mfr. Coupon 0732913-209513,,,($1.00),,,,,,,,,
728177010263,NUTR CLEANSER UNSCEN,1.000,$7.49,$7.49,,,,,,,,,
,DISC 5%,,,($.27),,,,,,,,,
,DISC 5%,,,($.27),,,,,,,,,
,DISC 5%,,,($.32),,,,,,,,,
,DISC 5%,,,($.17),,,,,,,,,
,DISC 5%,,,($.21),,,,,,,,,
,DISC 5%,,,($.19),,,,,,,,,
,DISC 5%,,,($.17),,,,,,,,,
,DISC 5%,,,($.15),,,,,,,,,
,DISC 5%,,,($.95),,,,,,,,,
,DISC 5%,,,($.05),,,,,,,,,
,DISC 5%,,,($.05),,,,,,,,,
,DISC 5%,,,($.05),,,,,,,,,
,DISC 5%,,,($.05),,,,,,,,,
,DISC 5%,,,($.09),,,,,,,,,
,DISC 5%,,,($.09),,,,,,,,,
,DISC 5%,,,($.09),,,,,,,,,
,DISC 5%,,,($.09),,,,,,,,,
,DISC 5%,,,($.12),,,,,,,,,
,DISC 5%,,,($.10),,,,,,,,,
,DISC 5%,,,($1.89),,,,,,,,,
,DISC 5%,,,($1.34),,,,,,,,,
,DISC 5%,,,($.27),,,,,,,,,
,DISC 5%,,,($.20),,,,,,,,,
,DISC 5%,,,($.23),,,,,,,,,
,DISC 5%,,,($.10),,,,,,,,,
,DISC 5%,,,($.25),,,,,,,,,
,DISC 5%,,,($.32),,,,,,,,,
,DISC 5%,,,($.17),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2138 : Mark,Terminal :,3 : POS3                          ,Receipt Number :,64413,Invoice Number :,RS103064413,Start :,01/01/2016 01:07:06 PM,End : ,01/01/2016 01:17:39 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,DISC 5%,,,($.40),,,,,,,,,
,DISC 5%,,,($1.16),,,,,,,,,
,DISC 5%,,,($.92),,,,,,,,,
,DISC 5%,,,($.20),,,,,,,,,
,DISC 5%,,,($.06),,,,,,,,,
,DISC 5%,,,($.24),,,,,,,,,
,DISC 5%,,,($.32),,,,,,,,,
,DISC 5%,,,($.22),,,,,,,,,
,DISC 5%,,,($.19),,,,,,,,,
,DISC 5%,,,($.20),,,,,,,,,
,DISC 5%,,,($.25),,,,,,,,,
,DISC 5%,,,($.20),,,,,,,,,
,DISC 5%,,,($.10),,,,,,,,,
,DISC 5%,,,($.41),,,,,,,,,
,DISC 5%,,,($.12),,,,,,,,,
,DISC 5%,,,($.20),,,,,,,,,
,DISC 5%,,,($.21),,,,,,,,,
,DISC 5%,,,($.10),,,,,,,,,
,DISC 5%,,,($.09),,,,,,,,,
,DISC 5%,,,($.83),,,,,,,,,
,DISC 5%,,,($.38),,,,,,,,,
,Credit Card,,,$283.04,,,,,,,,,
,SUBTOTAL,,,$283.04,,,,,,,,,
,TOTAL,,,$283.04,,,,,,,,,
,TOTAL TENDERED,,,$283.04,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 283.04,,,,,,,,,,,,
,Approval #: 031723,,,,,,,,,,,,
,Date: 1/1/16 1:17:39 PM PST,,,,,,,,,,,,
,Reference #: 0100,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64862,Invoice Number :,RS101064862,Start :,01/01/2016 01:17:39 PM,End : ,01/01/2016 01:19:09 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94090,SPINACH BUNCH,1.000,$2.99,$2.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64862,Invoice Number :,RS101064862,Start :,01/01/2016 01:17:39 PM,End : ,01/01/2016 01:19:09 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
829053000016,FVP ALBACORE TUNA 7.75OZ,1.000,$6.89,$6.89,,,,,,,,,
074682103588,RWK CRAN RASP JUICE,1.000,$3.99,$3.99,,,,,,,,,
070847876434,HANSEN MANDARIN LIME SODA SGL,6.000,$.67,$4.00,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,1.002,$.30,$.30,,,,,,,,,
706173012283,NV BLACK OLIVE SLICE,1.000,$1.89,$1.89,,,,,,,,,
94630,KALE GREEN,1.000,$2.79,$2.79,,,,,,,,,
025317008877,APPLEGATE SLICED HAM,1.000,$5.59,$5.59,,,,,,,,,
750732060321,BSTOP PIZZA DOUGH,1.000,$3.59,$3.59,,,,,,,,,
750732060321,BSTOP PIZZA DOUGH,1.000,$3.59,$3.59,,,,,,,,,
028400564632,STACY PITA CHIP NAKED,1.000,$2.39,$2.39,,,,,,,,,
94075,LETTUCE RED LEAF,1.000,$2.99,$2.99,,,,,,,,,
94093,ONION YELLOW,.660,$1.49,$.98,,,,,,,,,
94648,MUSHROOM CRIMINI,.300,$5.99,$1.80,,,,,,,,,
94088,PEPPER BELL RED,.310,$2.99,$.93,,,,,,,,,
94067,ZUCCHINI/ITALIAN SQUASH,.680,$2.99,$2.03,,,,,,,,,
846558000051,POMI PIZZA SAUCE,1.000,$2.99,$2.99,,,,,,,,,
,Debit Card,,,$49.73,,,,,,,,,
,SUBTOTAL,,,$49.73,,,,,,,,,
,TOTAL,,,$49.73,,,,,,,,,
,TOTAL TENDERED,,,$49.73,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 49.73,,,,,,,,,,,,
,Date: 1/1/16 1:19:09 PM PST,,,,,,,,,,,,
,Reference #: 0102,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68077,Invoice Number :,RS106068077,Start :,01/01/2016 01:17:47 PM,End : ,01/01/2016 01:19:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
856038003472,VHB PERFUME OIL SUNN,1.000,$9.99,$9.99,,,,,,,,,
051381903442,AC CHAKRA ROLLON HEA,1.000,$14.29,$14.29,,,,,,,,,
716270002711,CHOCLV DK CHOC CHERR,1.000,$3.99,$3.99,,,,,,,,,
853311003617,KEVITA MASTER TART C,1.000,$2.39,$2.39,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
,EBT Cash,,,$16.87,,,,,,,,,
,Cash,,,$50.00,,,,,,,,,
,SUBTOTAL,,,$30.71,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68077,Invoice Number :,RS106068077,Start :,01/01/2016 01:17:47 PM,End : ,01/01/2016 01:19:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,TOTAL,,,$30.71,,,,,,,,,
,TOTAL TENDERED,,,$66.87,,,,,,,,,
,Change,,,$36.16,,,,,,,,,
,Approval #: 200011,,,,,,,,,,,,
,Date: 1/1/16 1:19:08 PM PST,,,,,,,,,,,,
,Reference #: 0103,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68078,Invoice Number :,RS106068078,Start :,01/01/2016 01:20:55 PM,End : ,01/01/2016 01:21:29 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
2001,Water,2.000,$.30,$.60,,,,,,,,,
,DISC 5%,,,($.03),,,,,,,,,
,Debit Card,,,$.57,,,,,,,,,
,SUBTOTAL,,,$.57,,,,,,,,,
,TOTAL,,,$.57,,,,,,,,,
,TOTAL TENDERED,,,$.57,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 0.57,,,,,,,,,,,,
,Date: 1/1/16 1:21:29 PM PST,,,,,,,,,,,,
,Reference #: 0104,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68079,Invoice Number :,RS106068079,Start :,01/01/2016 01:22:40 PM,End : ,01/01/2016 01:23:04 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
03722,FA HAM AND SWISS SAN,1.000,$6.49,$6.49,,,,,,,,,
794522906000,TAZO LEMON GINGER TE,1.000,$1.69,$1.69,,,,,,,,,
,DISC STAFF 15%,,,($.98),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68079,Invoice Number :,RS106068079,Start :,01/01/2016 01:22:40 PM,End : ,01/01/2016 01:23:04 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,DISC STAFF 15%,,,($.26),,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$6.94,,,,,,,,,
,TOTAL,,,$6.94,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$3.06,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64414,Invoice Number :,RS103064414,Start :,01/01/2016 01:22:12 PM,End : ,01/01/2016 01:23:11 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
042563600556,FD CHICKEN BROTH LS,1.000,$2.29,$2.29,,,,,,,,,
725342291113,MG FIRE CRUSH TOMATO,1.000,$1.00,$1.00,,,,,,,,,
94576,CELERY STICK,.310,$2.99,$.93,,,,,,,,,
94648,MUSHROOM CRIMINI,.380,$5.99,$2.28,,,,,,,,,
94672,PARSNIP,.460,$2.99,$1.38,,,,,,,,,
94630,KALE GREEN,1.000,$2.79,$2.79,,,,,,,,,
94727,POTATO YUKON,1.680,$1.29,$2.17,,,,,,,,,
,DISC STAFF 15%,,,($.35),,,,,,,,,
,DISC STAFF 15%,,,($.15),,,,,,,,,
,DISC STAFF 15%,,,($.14),,,,,,,,,
,DISC STAFF 15%,,,($.35),,,,,,,,,
,DISC STAFF 15%,,,($.21),,,,,,,,,
,DISC STAFF 15%,,,($.42),,,,,,,,,
,DISC STAFF 15%,,,($.33),,,,,,,,,
,Cash,,,$11.00,,,,,,,,,
,SUBTOTAL,,,$10.89,,,,,,,,,
,TOTAL,,,$10.89,,,,,,,,,
,TOTAL TENDERED,,,$11.00,,,,,,,,,
,Change,,,$.11,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68080,Invoice Number :,RS106068080,Start :,01/01/2016 01:23:45 PM,End : ,01/01/2016 01:24:26 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
852892003221,2TC IMPERIAL SEASONAL,1.000,$6.79,$6.79,,,,,,,,,
,* * * Age Verified 21,,,,,,,,,,,,
2591,CORN BULK FROZEN,.310,$2.39,$.74,,,,,,,,,
00102,PETIT BASQUE,.330,$19.99,$6.60,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68080,Invoice Number :,RS106068080,Start :,01/01/2016 01:23:45 PM,End : ,01/01/2016 01:24:26 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Debit Card,,,$34.13,,,,,,,,,
,SUBTOTAL,,,$14.13,,,,,,,,,
,TOTAL,,,$14.13,,,,,,,,,
,TOTAL TENDERED,,,$34.13,,,,,,,,,
,Change,,,$20.00,,,,,,,,,
,Amount: 34.13,,,,,,,,,,,,
,Date: 1/1/16 1:24:26 PM PST,,,,,,,,,,,,
,Reference #: 0105,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2035 : Donna,Terminal :,5 : POS5                          ,Receipt Number :,64837,Invoice Number :,RS105064837,Start :,01/01/2016 01:24:10 PM,End : ,01/01/2016 01:24:59 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94588,CHARD,2.000,$1.99,$3.98,,,,,,,,,
00064,GB MANCHEGO 6 MONTH,.415,$19.39,$8.05,,,,,,,,,
94642,SALAD MIX MESCLUN/ASIAN,.160,$9.99,$1.60,,,,,,,,,
,Cash,,,$14.00,,,,,,,,,
,SUBTOTAL,,,$13.63,,,,,,,,,
,TOTAL,,,$13.63,,,,,,,,,
,TOTAL TENDERED,,,$14.00,,,,,,,,,
,Change,,,$.37,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64415,Invoice Number :,RS103064415,Start :,01/01/2016 01:23:52 PM,End : ,01/01/2016 01:25:48 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
042563602062,FD OG STRAWBERRY FRUIT SPREAD 14,1.000,$3.49,$3.49,,,,,,,,,
072220008579,FRANZ SAN JUAN NINE,1.000,$3.99,$3.99,,,,,,,,,
03885,FA TERI CHKN WRAP,1.334,$2.99,$3.99,,,,,,,,,
03801,FA TURKEY RANCH WRAP,1.334,$2.99,$3.99,,,,,,,,,
025484000100,NASOYA TOFU FIRM,1.000,$1.99,$1.99,,,,,,,,,
025484000100,NASOYA TOFU FIRM,1.000,$1.99,$1.99,,,,,,,,,
94094,CARROT BUNCH,1.000,$2.69,$2.69,,,,,,,,,
94060,BROCCOLI,1.780,$2.99,$5.32,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64415,Invoice Number :,RS103064415,Start :,01/01/2016 01:23:52 PM,End : ,01/01/2016 01:25:48 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94091,POTATO SWEET JAPANESE,1.910,$1.99,$3.80,,,,,,,,,
3279,CRANBERRIES USA,1.290,$6.99,$9.02,,,,,,,,,
94663,ONION WHITE,1.020,$1.49,$1.52,,,,,,,,,
94065,PEPPER BELL GREEN,.340,$4.99,$1.70,,,,,,,,,
94612,GINGER,.200,$4.99,$1.00,,,,,,,,,
1834,GRN AUNT GNGR SNAPPY,1.240,$7.99,$9.91,,,,,,,,,
2748,OATS QUICK ORG,1.560,$1.49,$2.32,,,,,,,,,
043192103012,NANCY NF VAN YOG QT,1.000,$3.79,$3.79,,,,,,,,,
1712,CHUNK CACAO GOJI,1.070,$8.59,$9.19,,,,,,,,,
94131,APPLE FUJI,3.020,$1.19,$3.59,,,,,,,,,
,Debit Card,,,$73.29,,,,,,,,,
,SUBTOTAL,,,$73.29,,,,,,,,,
,TOTAL,,,$73.29,,,,,,,,,
,TOTAL TENDERED,,,$73.29,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 73.29,,,,,,,,,,,,
,Date: 1/1/16 1:25:48 PM PST,,,,,,,,,,,,
,Reference #: 0106,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64416,Invoice Number :,RS103064416,Start :,01/01/2016 01:25:54 PM,End : ,01/01/2016 01:26:33 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94770,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
94770,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
94770,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
670480291108,ENZY DIGEST PRO 45,1.000,$30.99,$30.99,,,,,,,,,
,Debit Card,,,$36.99,,,,,,,,,
,SUBTOTAL,,,$36.99,,,,,,,,,
,TOTAL,,,$36.99,,,,,,,,,
,TOTAL TENDERED,,,$36.99,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64416,Invoice Number :,RS103064416,Start :,01/01/2016 01:25:54 PM,End : ,01/01/2016 01:26:33 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Date: 1/1/16 1:26:33 PM PST,,,,,,,,,,,,
,Reference #: 0107,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2108 : zzRenae,Terminal :,3 : POS3                          ,Receipt Number :,64417,Invoice Number :,RS103064417,Start :,01/01/2016 01:26:47 PM,End : ,01/01/2016 01:26:52 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
649,FA COMBINED FOOD BAR,.510,$8.99,$4.58,,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$4.58,,,,,,,,,
,TOTAL,,,$4.58,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$5.42,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,1618 : Aron,Terminal :,6 : POS6                          ,Receipt Number :,68081,Invoice Number :,RS106068081,Start :,01/01/2016 01:27:12 PM,End : ,01/01/2016 01:27:12 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,No Sale,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2035 : Donna,Terminal :,5 : POS5                          ,Receipt Number :,64838,Invoice Number :,RS105064838,Start :,01/01/2016 01:25:41 PM,End : ,01/01/2016 01:27:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
2601,FLR BAKER CHOICE,2.600,$1.79,$4.65,,,,,,,,,
1960,EE LOVE BUZZ,.690,$8.99,$6.20,,,,,,,,,
3279,CRANBERRIES USA,.780,$6.99,$5.45,,,,,,,,,
093966003734,OV HG UHT HALF & HAL,1.000,$6.99,$6.99,,,,,,,,,
732913221516,7GEN AUTO DISH 75OZ,1.000,$8.89,$8.89,,,,,,,,,
891585001007,NN SUNBURGER 4PK,1.000,$6.99,$6.99,,,,,,,,,
3091,POPPY SEEDS BLUE,.120,$8.29,$.99,,,,,,,,,
093966510621,OVAL HVY WHIP 16OZ,1.000,$3.59,$3.59,,,,,,,,,
725342485406,MUIR GLEN OG TOM KET,1.000,$3.59,$3.59,,,,,,,,,
018673550920,LOCH EGGNOG 64OZ,1.000,$3.89,$3.89,,,,,,,,,
,Credit Card,,,$46.73,,,,,,,,,
,SUBTOTAL,,,$46.73,,,,,,,,,
,TOTAL,,,$46.73,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2035 : Donna,Terminal :,5 : POS5                          ,Receipt Number :,64838,Invoice Number :,RS105064838,Start :,01/01/2016 01:25:41 PM,End : ,01/01/2016 01:27:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,TOTAL TENDERED,,,$46.73,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 46.73,,,,,,,,,,,,
,Approval #: 01179C,,,,,,,,,,,,
,Date: 1/1/16 1:27:14 PM PST,,,,,,,,,,,,
,Reference #: 0108,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
,Owner Sale Day,,,($4.50),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2065 : zzJean,Terminal :,1 : POS1                          ,Receipt Number :,64863,Invoice Number :,RS101064863,Start :,01/01/2016 01:23:28 PM,End : ,01/01/2016 01:27:22 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
604183110206,FRONT SALSA ROASTED TOMATO 16 OZ,1.000,$3.00,$3.00,,,,,,,,,
